APY,APY_BASE,APY_REWARD,TVL,DATE
3.65665,3.65665,,510506500,2023-10-31T23:01:08.287Z
3.6573,3.6573,,520006434,2023-11-01T23:01:13.999Z
4.0113,4.0113,,511996629,2023-11-02T23:01:27.183Z
4.00933,4.00933,,519374206,2023-11-03T23:02:52.008Z
4.00785,4.00785,,526575349,2023-11-04T23:01:21.594Z
4.02505,4.02505,,534296015,2023-11-05T23:01:14.833Z
4.02484,4.02484,,540382828,2023-11-06T23:01:22.984Z
4.02008,4.02008,,536013951,2023-11-07T23:01:14.328Z
4.00038,4.00038,,545926864,2023-11-08T23:01:18.181Z
4.17459,4.17459,,605893947,2023-11-09T23:01:22.117Z
4.17519,4.17519,,604044808,2023-11-10T23:01:16.755Z
4.1601,4.1601,,593326362,2023-11-11T23:01:17.853Z
4.15021,4.15021,,597502497,2023-11-12T23:02:17.333Z
4.1575,4.1575,,600129553,2023-11-13T23:01:11.064Z
4.15523,4.15523,,579817215,2023-11-14T23:01:24.555Z
4.14968,4.14968,,599678320,2023-11-15T23:01:16.733Z
4.15028,4.15028,,575092939,2023-11-16T23:01:13.572Z
4.14254,4.14254,,570563437,2023-11-17T23:01:14.524Z
4.14159,4.14159,,573937980,2023-11-18T17:01:24.284Z
