APY,APY_BASE,APY_REWARD,TVL,DATE
3.29757,3.29757,,2191639143,2023-07-04T23:01:21.031Z
3.60003,3.60003,,2157972817,2023-07-05T23:01:50.464Z
3.27551,3.27551,,2116158613,2023-07-06T23:01:31.737Z
3.42255,3.42255,,2111503056,2023-07-07T23:01:41.625Z
3.33277,3.33277,,2104412340,2023-07-08T23:01:22.301Z
3.20092,3.20092,,2117492889,2023-07-09T23:01:24.326Z
3.39667,3.39667,,2129337047,2023-07-10T23:01:21.995Z
3.42798,3.42798,,2131075419,2023-07-11T23:01:41.216Z
3.27641,3.27641,,2124129491,2023-07-12T23:01:40.657Z
3.36118,3.36118,,2266602325,2023-07-13T23:01:07.863Z
3.63575,3.63575,,2194206192,2023-07-14T23:01:36.884Z
3.20248,3.20248,,2214472014,2023-07-15T23:01:53.676Z
3.22706,3.22706,,2230607724,2023-07-16T23:01:21.774Z
3.67848,3.67848,,2209539461,2023-07-17T23:01:27.772Z
3.33437,3.33437,,2197976294,2023-07-18T23:01:26.411Z
4.11432,4.11432,,2187979860,2023-07-19T23:01:53.100Z
4.38545,4.38545,,2198042681,2023-07-20T23:01:34.402Z
3.68112,3.68112,,2201558140,2023-07-21T23:01:37.285Z
3.65463,3.65463,,2195525973,2023-07-22T23:01:26.426Z
3.23498,3.23498,,2197448639,2023-07-23T23:01:22.290Z
3.44026,3.44026,,2155048480,2023-07-24T23:01:27.459Z
3.54064,3.54064,,2171642244,2023-07-25T23:01:15.437Z
3.4206,3.4206,,2190108327,2023-07-26T23:01:08.867Z
3.74091,3.74091,,2172602868,2023-07-27T23:01:12.753Z
3.5757,3.5757,,2193899213,2023-07-28T23:01:21.517Z
4.06421,4.06421,,2204153736,2023-07-29T23:01:21.505Z
4.06421,4.06421,,2202526474,2023-07-30T15:01:24.771Z
3.67719,3.67719,,2170482257,2023-08-01T23:01:28.442Z
3.41278,3.41278,,2165234180,2023-08-02T23:01:26.249Z
3.51738,3.51738,,2164646658,2023-08-03T23:01:27.094Z
3.31849,3.31849,,2158389439,2023-08-04T23:01:29.484Z
3.34458,3.34458,,2170829015,2023-08-05T23:01:28.383Z
3.21444,3.21444,,2169053942,2023-08-06T23:01:23.404Z
3.65638,3.65638,,2167573688,2023-08-07T23:01:29.802Z
3.2692,3.2692,,2204588599,2023-08-08T23:01:18.137Z
3.49974,3.49974,,2215184910,2023-08-09T23:01:26.040Z
3.2412,3.2412,,2234372202,2023-08-10T23:01:46.456Z
3.35983,3.35983,,2228518652,2023-08-11T23:01:24.996Z
3.16524,3.16524,,2234161212,2023-08-12T23:01:29.016Z
3.3517,3.3517,,2223399533,2023-08-13T23:01:04.285Z
3.27584,3.27584,,2237029785,2023-08-14T23:01:15.771Z
3.36501,3.36501,,2205292126,2023-08-15T23:01:37.372Z
3.85983,3.85983,,2184359981,2023-08-16T23:01:16.314Z
3.53092,3.53092,,2008453524,2023-08-17T23:01:17.000Z
6.83063,6.83063,,2009229017,2023-08-18T23:01:39.700Z
3.2103,3.2103,,2014600265,2023-08-19T23:01:50.242Z
3.10635,3.10635,,2044988885,2023-08-20T23:01:35.565Z
3.30033,3.30033,,2027577552,2023-08-21T23:01:34.555Z
3.74293,3.74293,,1963339507,2023-08-22T23:01:38.774Z
3.55271,3.55271,,2031461368,2023-08-23T23:01:23.573Z
3.44924,3.44924,,2020229551,2023-08-24T23:01:47.826Z
3.51711,3.51711,,2021780263,2023-08-25T23:01:42.283Z
3.40943,3.40943,,2017055623,2023-08-26T23:01:08.566Z
3.33574,3.33574,,2034863901,2023-08-27T23:01:28.324Z
3.25342,3.25342,,2033573236,2023-08-28T23:01:41.870Z
4.20381,4.20381,,2128756350,2023-08-29T23:01:44.368Z
3.70658,3.70658,,2095275066,2023-08-30T23:01:26.633Z
3.6525,3.6525,,2036312063,2023-08-31T23:01:30.552Z
3.43001,3.43001,,2019053297,2023-09-01T23:01:19.599Z
3.15978,3.15978,,2045124265,2023-09-02T23:01:30.047Z
2.95243,2.95243,,2050106234,2023-09-03T23:01:23.021Z
3.25288,3.25288,,2037731082,2023-09-04T23:01:27.970Z
3.10358,3.10358,,2052896940,2023-09-05T23:01:36.473Z
3.49172,3.49172,,2050005003,2023-09-06T23:01:39.226Z
3.36574,3.36574,,2079946325,2023-09-07T23:01:27.262Z
3.40454,3.40454,,2055116223,2023-09-08T23:01:34.398Z
3.55602,3.55602,,2063401036,2023-09-09T23:01:42.682Z
3.08246,3.08246,,2044665906,2023-09-10T23:01:30.211Z
3.21603,3.21603,,1955858183,2023-09-11T23:01:30.168Z
3.39289,3.39289,,2015137144,2023-09-12T23:01:16.521Z
3.44115,3.44115,,2039100605,2023-09-13T23:01:37.559Z
3.33924,3.33924,,2073595866,2023-09-14T23:01:35.530Z
3.11037,3.11037,,2100805404,2023-09-15T23:01:27.435Z
3.23427,3.23427,,2091367969,2023-09-16T23:01:33.963Z
2.87841,2.87841,,2074214400,2023-09-17T23:01:36.437Z
3.94346,3.94346,,2107167138,2023-09-18T23:01:41.802Z
3.15294,3.15294,,2109319739,2023-09-19T23:01:21.020Z
3.24964,3.24964,,2090439766,2023-09-20T23:01:25.397Z
4.44745,4.44745,,2045272136,2023-09-21T23:01:24.902Z
3.28312,3.28312,,2059345802,2023-09-22T23:01:41.003Z
3.01349,3.01349,,2062162516,2023-09-23T23:01:25.071Z
2.91839,2.91839,,2058923456,2023-09-24T23:01:09.956Z
